,url,title,comments_from_registry,comments_by_email,comments_by_mail,page_file
019-6779,/notice/019-6779,"eCycle Solutions Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-85.json
019-6780,/notice/019-6780,"MPCT DIF DAM LEBRETON GP INC. as general partner for and on behalf of MPCT DIF DAM LEBRETON LP
      
         - Permit to take water",0,1,0,notice-100.json
019-6781,/notice/019-6781,"FGL Kerns  Inc.
      
         - Certificate of property use",0,0,0,notice-106.json
019-6782,/notice/019-6782,"Lorama Group Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-69.json
019-6783,/notice/019-6783,"PLP Redimix Ltd.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-62.json
019-6784,/notice/019-6784,"County of Wellington
      
         - Approval to amend a municipality’s official plan",9,12,0,notice-30.json
019-6786,/notice/019-6786,"Lafarge Canada Inc.
      
         - Permit to take water",0,1,0,notice-83.json
019-6787,/notice/019-6787,"T.F. Warren Group Inc. operating as Brant Corrosion Control
      
         - Environmental Compliance Approval (air)",0,0,0,notice-72.json
019-6788,/notice/019-6788,"GFL ENVIRONMENTAL INC.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-16.json
019-6789,/notice/019-6789,"Snork's Septic Service Ltd.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-55.json
019-6790,/notice/019-6790,"Tech Stone Floor & Wall Coatings Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-60.json
019-6791,/notice/019-6791,"2670474 Ontario Inc., operating as Keay Contracting & Septic
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-99.json
019-6792,/notice/019-6792,"Markham District Energy Inc.
      
         - Permit to take water",0,0,0,notice-83.json
019-6793,/notice/019-6793,"Charles Robert Chapman
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-107.json
019-6794,/notice/019-6794,"PolyMight International Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-55.json
019-6795,/notice/019-6795,"B Laurin
      
         - Mineral exploration permit",0,0,0,notice-108.json
019-6796,/notice/019-6796,"John Leliever
      
         - Mineral exploration permit",0,0,0,notice-108.json
019-6797,/notice/019-6797,"T.F. Warren Group Inc. operating as Brant Industrial Roll
      
         - Environmental Compliance Approval (air)",0,0,0,notice-73.json
019-6798,/notice/019-6798,"Steven Maurice James Campsall
      
         - Environmental Compliance Approval (air)",0,0,0,notice-89.json
019-6800,/notice/019-6800,"Miller Paving Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-56.json
019-6801,/notice/019-6801,"Waste Management of Canada Corporation
      
         - Environmental Compliance Approval (air)",0,0,0,notice-58.json
019-6802,/notice/019-6802,"Fourthgen Holdings Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-77.json
019-6804,/notice/019-6804,"MAC'S CONVENIENCE STORES INC
      
         - Approval for variance from the Liquid Fuels Handling Code",0,0,0,notice-110.json
019-6806,/notice/019-6806,"Update to the Ministry of Tourism, Culture and Sport’s Statement of Environmental Values",0,0,0,notice-89.json
019-6807,/notice/019-6807,"Paris Power Investments Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-99.json
019-6808,/notice/019-6808,"The Hamilton Golf and Country Club Limited operating as Hamilton Golf and Country Club
      
         - Permit to take water",32,1,0,notice-42.json
019-6809,/notice/019-6809,"Waste Management of Canada Corporation
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-75.json
019-6810,/notice/019-6810,"Snork's Septic Services Ltd.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-6.json
019-6811,/notice/019-6811,"Pomas Farms Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-105.json
019-6812,/notice/019-6812,"Snork's Septic Service Ltd.
      
         - Environmental Compliance Approval (waste)",0,3,0,notice-6.json
019-6813,/notice/019-6813,Review of proposed policies adapted from A Place to Grow and Provincial Policy Statement to form a new provincial planning policy instrument.,1541,190,2,notice-48.json
019-6814,/notice/019-6814,"CRH Canada Group Inc.
      
         - Permit for activities to achieve an overall benefit to a species and/or to pay a species conservation charge (ESA s.17(2) (c))",0,3,0,notice-111.json
019-6815,/notice/019-6815,"Jean Marc Gaudreau
      
         - Mineral exploration permit",0,0,0,notice-107.json
019-6816,/notice/019-6816,"Goldcorp Canada Limited
      
         - Mineral exploration permit",0,0,0,notice-107.json
019-6821,/notice/019-6821,"Proposed Planning Act, City of Toronto Act, 2006, and Ministry of Municipal Affairs and Housing Act Changes (Schedules 2, 4, and 6 of Bill 97 - the proposed Helping Homebuyers, Protecting Tenants Act , 2023)",68,15,0,notice-101.json
019-6822,/notice/019-6822,"Site Plan for Residential Developments of 10 or Fewer Units – Two Proposed new Minister’s Regulations under the Planning Act and the City of Toronto Act, 2006",31,0,0,notice-89.json
019-6823,/notice/019-6823,Revisions to the Forest Manuals regulated under the Crown Forest Sustainability Act,13,2,1,notice-38.json
019-6825,/notice/019-6825,"G. Tackaberry and Sons Construction Company Limited
      
         - Changes to the conditions of a licence to operate a pit or quarry",0,0,0,notice-31.json
019-6826,/notice/019-6826,"G. Tackaberry and Sons Construction Company Limited
      
         - Changes to the site plan for a pit or quarry",0,0,0,notice-31.json
019-6828,/notice/019-6828,"Ontario Power Generation Inc.
      
         - Permit to take water",0,0,0,notice-66.json
019-6829,/notice/019-6829,"Bruno’s Contracting (Thunder Bay) Limited 
      
         - Changes to the conditions of a licence to operate a pit or quarry",0,0,1,notice-100.json
019-6830,/notice/019-6830,"National Steel Car Limited / Wagon D'Acier National Limitee
      
         - Order to prevent discharge of contaminants",6,0,0,notice-94.json
019-6831,/notice/019-6831,"GUSPRO INC
      
         - Environmental Compliance Approval (air)",0,0,0,notice-45.json
019-6833,/notice/019-6833,"1876118 Ontario Limited
      
         - Environmental Compliance Approval (air)",0,0,0,notice-48.json
019-6834,/notice/019-6834,"2225171 Ontario Corporation
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-102.json
019-6835,/notice/019-6835,"Darcy James
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-102.json
019-6836,/notice/019-6836,"Sandra Madder
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-102.json
019-6837,/notice/019-6837,"Heidi and Rennie Balcuinas
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-101.json
019-6838,/notice/019-6838,"Nevin Morrissey Dunn and Phoebe Latner
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-105.json
019-6839,/notice/019-6839,"Swiss Ridge Kennels Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-99.json
019-6840,/notice/019-6840,"2304975 Ontario Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-62.json
019-6841,/notice/019-6841,"Veterinary Wholesale Company Inc.
      
         - Certificate of property use",0,0,0,notice-100.json
019-6842,/notice/019-6842,"Pierre Gagne
      
         - Mineral exploration permit",0,0,0,notice-107.json
019-6843,/notice/019-6843,"2823975 Ontario Limited
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-53.json
019-6844,/notice/019-6844,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",1,0,0,notice-108.json
019-6845,/notice/019-6845,"588922 Ontario Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-87.json
019-6846,/notice/019-6846,"Moderna Homes Design Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-72.json
019-6847,/notice/019-6847,"Proposed Building Code Act, 1992 Change for Unorganized Territories",6,0,0,notice-73.json
019-6848,/notice/019-6848,"Darling International Canada Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-44.json
019-6849,/notice/019-6849,"JPI Farms Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-70.json
019-6850,/notice/019-6850,"Robert Paul Sherk
      
         - Permit to take water",0,0,0,notice-92.json
019-6854,/notice/019-6854,"Agnico Eagle Mines Limited
      
         - Mineral exploration permit",1,0,0,notice-108.json
019-6855,/notice/019-6855,"Fidelity Homes Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-72.json
019-6856,/notice/019-6856,"Brad Lazich - Nortec Minerals Corp.
      
         - Mineral exploration permit",0,0,0,notice-99.json
019-6858,/notice/019-6858,"The Recycling Depot GP Inc. as general partner for and on behalf of The Recycling Depot LP
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-19.json
019-6859,/notice/019-6859,"Don Chapman Farms Limited
      
         - Permit to take water",0,0,0,notice-104.json
019-6860,/notice/019-6860,"Environmental Tailings Corporation
      
         - Mineral exploration permit",0,0,0,notice-107.json
019-6861,/notice/019-6861,"John Brady (1311870 Ontario Incorporated)
      
         - Mineral exploration permit",0,0,0,notice-107.json
019-6862,/notice/019-6862,"John Brady
      
         - Mineral exploration permit",0,0,0,notice-107.json
019-6863,/notice/019-6863,"South Crosby Non-Profit Housing Corporation
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-99.json
019-6864,/notice/019-6864,"Claude Langlais and Diana Langlais
      
         - Approval for a consent (subject to conditions) in an area where there is no official plan in place",0,0,0,notice-101.json
019-6866,/notice/019-6866,"Redi Recycling Inc.
      
         - Environmental Compliance Approval (waste)",0,0,0,notice-52.json
019-6867,/notice/019-6867,"Nick Moylan (FNX Mining Company Incorporated)
      
         - Mineral exploration permit",0,0,0,notice-107.json
019-6868,/notice/019-6868,"Nick Moylan (FNX Mining Company Incorporated)
      
         - Mineral exploration permit",0,0,0,notice-107.json
019-6869,/notice/019-6869,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6870,/notice/019-6870,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6871,/notice/019-6871,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6872,/notice/019-6872,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6873,/notice/019-6873,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6874,/notice/019-6874,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6875,/notice/019-6875,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6876,/notice/019-6876,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6877,/notice/019-6877,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6878,/notice/019-6878,"Ring of Fire Metals
      
         - Mineral exploration permit",1,1,0,notice-97.json
019-6879,/notice/019-6879,"Ring of Fire Metals
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6880,/notice/019-6880,"Juno Corp
      
         - Mineral exploration permit",0,0,0,notice-96.json
019-6881,/notice/019-6881,"Juno Corp
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6882,/notice/019-6882,"Juno Corp
      
         - Mineral exploration permit",0,0,0,notice-96.json
019-6883,/notice/019-6883,"Juno Corp
      
         - Mineral exploration permit",0,0,0,notice-97.json
019-6884,/notice/019-6884,Updating the Ministry of Public and Business Service Delivery’s Statement of Environmental Values,0,0,0,notice-107.json
019-6887,/notice/019-6887,"Stinson Realty Kemptville Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-80.json
019-6888,/notice/019-6888,"Clevelands House Inc.
      
         - Permit to take water",0,0,0,notice-85.json
019-6889,/notice/019-6889,"Hayes Land Holdings Ltd.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-58.json
019-6890,/notice/019-6890,"Marcel Brazeau Limited 
      
         - Changes to the site plan for a pit or quarry",0,1,0,notice-42.json
019-6891,/notice/019-6891,"Airboss of America Corp.
      
         - Permit to take water",0,0,0,notice-50.json
019-6893,/notice/019-6893,"The Regional Municipality of Waterloo
      
         - Certificate of property use",0,0,0,notice-100.json
019-6894,/notice/019-6894,"20 University Inc.
      
         - Certificate of property use",0,0,0,notice-100.json
019-6895,/notice/019-6895,"Lotus Funeral and Cremation Centre Inc.
      
         - Environmental Compliance Approval (air)",0,0,0,notice-77.json
019-6900,/notice/019-6900,"2202564 Ontario Inc.
      
         - Environmental Compliance Approval (sewage)",0,0,0,notice-15.json
019-6901,/notice/019-6901,"Vuteq Canada Inc
      
         - Environmental Compliance Approval (air)",0,0,0,notice-43.json
019-6902,/notice/019-6902,"Phoenix Golf Management Inc.
      
         - Permit to take water",0,0,0,notice-100.json
019-6903,/notice/019-6903,"Angus Glen Golf Club Ltd.
      
         - Permit to take water",0,1,0,notice-84.json
